group,name,url,type,notes,geo_blocked,working,vpn_suggestion
italy,52,https://d2j2nqgg7bzth.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-02k1gv1j0ufwn/DMAX_IT.m3u8,hls,"[>](https://d2j2nqgg7bzth.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-02k1gv1j0ufwn/DMAX_IT.m3u8) <img height=""20"" src=""https://i.imgur.com/dmEmRX7.png""/> DMAXItaly.it",False,True,
italy,54,https://mediapolis.rai.it/relinker/relinkerServlet.htm?cont=746990&output=7&forceUserAgent=rainet/4.0.5,other,"[>](https://mediapolis.rai.it/relinker/relinkerServlet.htm?cont=746990&output=7&forceUserAgent=rainet/4.0.5) <img height=""20"" src=""https://i.imgur.com/K8y5q8x.png""/> RaiStoria.it",False,False,
italy,55,https://live02-seg.msf.cdn.mediaset.net/live/ch-kq/kq-clr.isml/index.m3u8,hls,"[>](https://live02-seg.msf.cdn.mediaset.net/live/ch-kq/kq-clr.isml/index.m3u8) <img height=""20"" src=""https://i.imgur.com/mM8lopo.png""/> MediasetExtra.it",False,False,
italy,56,https://d1tidto9vz737l.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-joaw4f4kh2en1/HGTV_IT.m3u8,hls,"[>](https://d1tidto9vz737l.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-joaw4f4kh2en1/HGTV_IT.m3u8) <img height=""20"" src=""https://i.imgur.com/emLNC0U.png""/> HGTVItaly.it",False,True,
italy,57,https://mediapolis.rai.it/relinker/relinkerServlet.htm?cont=747011&output=7&forceUserAgent=rainet/4.0.5,other,"[>](https://mediapolis.rai.it/relinker/relinkerServlet.htm?cont=747011&output=7&forceUserAgent=rainet/4.0.5) <img height=""20"" src=""https://i.imgur.com/tmtJW6s.png""/> RaiScuola.it",False,False,
italy,58,https://mediapolis.rai.it/relinker/relinkerServlet.htm?cont=358025&output=7&forceUserAgent=rainet/4.0.5,other,"[>](https://mediapolis.rai.it/relinker/relinkerServlet.htm?cont=358025&output=7&forceUserAgent=rainet/4.0.5) <img height=""20"" src=""https://i.imgur.com/xsGljsb.png""/> RaiSport.it",False,False,
italy,59,https://d205m6k582pec4.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-asg5puyzdtnqu/Motortrend_IT.m3u8,hls,"[>](https://d205m6k582pec4.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-asg5puyzdtnqu/Motortrend_IT.m3u8) <img height=""20"" src=""https://i.imgur.com/ipj2H0n.png""/> MotorTrend.it",False,True,
italy,60,https://sportsitalia-samsungitaly.amagi.tv/playlist.m3u8,hls,"[>](https://sportsitalia-samsungitaly.amagi.tv/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/hu56Ya5.png""/> Sportitalia.it",False,True,
italy,61,https://streaming.softwarecreation.it/GoldTvSat/GoldTvSat/playlist.m3u8,hls,"[>](https://streaming.softwarecreation.it/GoldTvSat/GoldTvSat/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/aXAUyLN.png""/> TravelTV.it",False,False,
italy,62,https://5a1178b42cc03.streamlock.net/donnatv/donnatv/playlist.m3u8,hls,"[>](https://5a1178b42cc03.streamlock.net/donnatv/donnatv/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/Aa1Abme.png""/> DonnaTV.it",False,True,
italy,64,https://live-embed.supertennix.hiway.media/restreamer/supertennix_client/gpu-a-c0-16/restreamer/outgest/aa3673f1-e178-44a9-a947-ef41db73211a/manifest.m3u8,hls,"[>](https://live-embed.supertennix.hiway.media/restreamer/supertennix_client/gpu-a-c0-16/restreamer/outgest/aa3673f1-e178-44a9-a947-ef41db73211a/manifest.m3u8) <img height=""20"" src=""https://i.imgur.com/GzsPlbX.png""/> SuperTennis.it",False,True,
italy,65,https://streaming.softwarecreation.it/AlmaTv/AlmaTv/playlist.m3u8,hls,"[>](https://streaming.softwarecreation.it/AlmaTv/AlmaTv/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/Y8JiDwN.png""/> AlmaTV.it",False,False,
italy,66,https://live02-seg.msr.cdn.mediaset.net/live/ch-ec/ec-clr.isml/index.m3u8,hls,"[>](https://live02-seg.msr.cdn.mediaset.net/live/ch-ec/ec-clr.isml/index.m3u8) <img height=""20"" src=""https://i.imgur.com/3NiLKvj.png""/> Radio105TV.it",False,True,
italy,67,https://live02-seg.msr.cdn.mediaset.net/live/ch-er/er-clr.isml/index.m3u8,hls,"[>](https://live02-seg.msr.cdn.mediaset.net/live/ch-er/er-clr.isml/index.m3u8) <img height=""20"" src=""https://i.imgur.com/mWeEa9T.png""/> R101TV.it",False,True,
italy,69,https://4c4b867c89244861ac216426883d1ad0.msvdn.net/live/S85984808/sMO0tz9Sr2Rk/playlist.m3u8,hls,"[>](https://4c4b867c89244861ac216426883d1ad0.msvdn.net/live/S85984808/sMO0tz9Sr2Rk/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/rlaKH6k.png""/> DeejayTV.it",False,True,
italy,70,https://radioitaliatv.akamaized.net/hls/live/2093117/RadioitaliaTV/master.m3u8,hls,"[>](https://radioitaliatv.akamaized.net/hls/live/2093117/RadioitaliaTV/master.m3u8) <img height=""20"" src=""https://i.imgur.com/4VCEJuJ.png""/> RadioItaliaTV.it",False,True,
italy,158,https://kk.fluid.stream/KKMulti/smil:KissKissTV.smil/playlist.m3u8,hls,"[>](https://kk.fluid.stream/KKMulti/smil:KissKissTV.smil/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/UTStxDW.png""/> KissKissTV.it",False,True,
italy,202,https://mediapolis.rai.it/relinker/relinkerServlet.htm?cont=5674080&output=7&forceUserAgent=rainet/4.0.5,other,"[>](https://mediapolis.rai.it/relinker/relinkerServlet.htm?cont=5674080&output=7&forceUserAgent=rainet/4.0.5) <img height=""20"" src=""https://i.imgur.com/nVBet0h.png""/> RaiRadio2Visual.it",False,False,
italy,233,https://dd782ed59e2a4e86aabf6fc508674b59.msvdn.net/live/S38122967/2lyQRIAAGgRR/playlist.m3u8,hls,"[>](https://dd782ed59e2a4e86aabf6fc508674b59.msvdn.net/live/S38122967/2lyQRIAAGgRR/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/GH7byqm.jpeg""/> RTL1025Traffic.it",False,True,
italy,236,https://c65b9e710bde44819015af98e72cd7ab.msvdn.net/live/S93572876/aILSQPYFY3pF/playlist.m3u8,hls,"[>](https://c65b9e710bde44819015af98e72cd7ab.msvdn.net/live/S93572876/aILSQPYFY3pF/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/8a6WYU2.png""/> Manga.it",False,True,
italy,246,https://ilsole24ore-radiovisual.akamaized.net/hls/live/2035302/persidera/master.m3u8,hls,"[>](https://ilsole24ore-radiovisual.akamaized.net/hls/live/2035302/persidera/master.m3u8) <img height=""20"" src=""https://i.imgur.com/NTqrdWW.png""/> Radio24TV.it",False,True,
italy,247,https://64b16f23efbee.streamlock.net/bejoy/bejoy/playlist.m3u8,hls,"[>](https://64b16f23efbee.streamlock.net/bejoy/bejoy/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/zuR9Go5.png""/> BeJoyKids.it",False,True,
italy,257,https://2018f6355a15442ebb37007fa4f6c064.msvdn.net/live/S7530969/XWerenuxbSdW/playlist.m3u8,hls,"[>](https://2018f6355a15442ebb37007fa4f6c064.msvdn.net/live/S7530969/XWerenuxbSdW/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/RApMW5x.png""/> GamberoRosso.it",False,False,
italy,258,https://dd782ed59e2a4e86aabf6fc508674b59.msvdn.net/live/S3160845/0tuSetc8UFkF/playlist.m3u8,hls,"[>](https://dd782ed59e2a4e86aabf6fc508674b59.msvdn.net/live/S3160845/0tuSetc8UFkF/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/J5N9F7Z.png""/> RadioFrecciaTV.it",False,True,
italy,265,https://stream.rdstv.radio/index.m3u8,hls,"[>](https://stream.rdstv.radio/index.m3u8) <img height=""20"" src=""https://i.imgur.com/TY6FhqI.png""/> RDSSocialTV.it",False,True,
italy,266,https://dd782ed59e2a4e86aabf6fc508674b59.msvdn.net/live/S9346184/XEx1LqlYbNic/playlist.m3u8,hls,"[>](https://dd782ed59e2a4e86aabf6fc508674b59.msvdn.net/live/S9346184/XEx1LqlYbNic/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/0MgCm1n.png""/> RadioZetaTV.it",False,True,
italy,899,https://stream.radioseriea.com/50773f0d0070476a8612d9984c6059d8/index.m3u8,hls,"[>](https://stream.radioseriea.com/50773f0d0070476a8612d9984c6059d8/index.m3u8) <img height=""20"" src=""https://i.imgur.com/NzDeCIx.png""/> RadioTVSerieA.it",False,False,
italy,58,https://di-g7ij0rwh.vo.lswcdn.net/sportitalia/sisolocalcio.smil/playlist.m3u8,hls,"[>](https://di-g7ij0rwh.vo.lswcdn.net/sportitalia/sisolocalcio.smil/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/hu56Ya5.png""/> SportitaliaSolocalcio.it",False,False,
italy,61,https://stream.prod-01.milano.nxmedge.net/argocdn/bikechannel/video.m3u8,hls,"[>](https://stream.prod-01.milano.nxmedge.net/argocdn/bikechannel/video.m3u8) <img height=""20"" src=""https://i.imgur.com/4IzVSQI.png""/> Bike.it",False,False,
italy,67,https://live02-seg.msr.cdn.mediaset.net/live/ch-bb/bb-clr.isml/index.m3u8,hls,"[>](https://live02-seg.msr.cdn.mediaset.net/live/ch-bb/bb-clr.isml/index.m3u8) <img height=""20"" src=""https://i.imgur.com/3TMMXmS.png""/> RadioMonteCarloTV.it",False,True,
italy,68,https://live02-seg.msr.cdn.mediaset.net/live/ch-ew/ew-clr.isml/index.m3u8,hls,"[>](https://live02-seg.msr.cdn.mediaset.net/live/ch-ew/ew-clr.isml/index.m3u8) <img height=""20"" src=""https://i.imgur.com/7Im3HI1.png""/> VirginRadioTV.it",False,True,
italy,89,https://senato-live.morescreens.com/SENATO_1_001/playlist.m3u8,hls,"[>](https://senato-live.morescreens.com/SENATO_1_001/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/FoQoNZW.png""/> SenatoTV.it",False,True,
italy,90,https://video-ar.radioradicale.it/diretta/camera2/playlist.m3u8,hls,"[>](https://video-ar.radioradicale.it/diretta/camera2/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/fqGn1k9.png""/> CameradeiDeputati.it",False,True,
italy,210,https://raievent10-elem-live.akamaized.net/hls/live/619189/raievent10/raievent10/playlist.m3u8,hls,"[>](https://raievent10-elem-live.akamaized.net/hls/live/619189/raievent10/raievent10/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/5gkt9DD.png""/> Rai4K.it",False,False,
italy,701,https://stream6-rai-it.akamaized.net/live/uninettuno/playlist.m3u8,hls,"[>](https://stream6-rai-it.akamaized.net/live/uninettuno/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/BOGMeio.png""/> UniNettunoUniversityTV.it",False,True,
italy,0,https://5db313b643fd8.streamlock.net/111/111/playlist.m3u8,hls,"[>](https://5db313b643fd8.streamlock.net/111/111/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/4jY8yAI.png""/>",False,True,
italy,0,https://5929b138b139d.streamlock.net/12TVParma/livestream/playlist.m3u8,hls,"[>](https://5929b138b139d.streamlock.net/12TVParma/livestream/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/xnUgx6b.png""/> 12TVParma.it",False,True,
italy,0,https://streamsrv2.nets-sr.com:19360/4youtv/4youtv.m3u8,hls,"[>](https://streamsrv2.nets-sr.com:19360/4youtv/4youtv.m3u8) <img height=""20"" src=""https://i.imgur.com/NN0cSbz.png""/>",False,True,
italy,0,https://diretta.arcapuglia.it:8080/live/abctv/index.m3u8,hls,"[>](https://diretta.arcapuglia.it:8080/live/abctv/index.m3u8) <img height=""20"" src=""https://i.imgur.com/nVmIeTD.png""/>",False,False,
italy,0,https://tsw.streamingwebtv24.it:1936/abchanneltv/abchanneltv/playlist.m3u8,hls,"[>](https://tsw.streamingwebtv24.it:1936/abchanneltv/abchanneltv/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/k8EPLB9.png""/> ABChannel.it",False,False,
italy,0,https://5f22d76e220e1.streamlock.net/alpaunotv/alpaunotv/playlist.m3u8,hls,"[>](https://5f22d76e220e1.streamlock.net/alpaunotv/alpaunotv/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/4QKFtUa.png""/>",False,True,
italy,0,https://5f204aff97bee.streamlock.net/AltoAdigeTV/livestream/playlist.m3u8,hls,"[>](https://5f204aff97bee.streamlock.net/AltoAdigeTV/livestream/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/S2sCFQi.png""/> AltoAdigeTV.it",False,True,
italy,0,https://58f12ffd2447a.streamlock.net/Antenna2/livestream/playlist.m3u8,hls,"[>](https://58f12ffd2447a.streamlock.net/Antenna2/livestream/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/NfvHIAw.png""/>",False,True,
italy,0,https://media2021.rtvweb.com/antenna3massa/a3/playlist.m3u8,hls,"[>](https://media2021.rtvweb.com/antenna3massa/a3/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/CHDU86j.png""/>",False,True,
italy,0,https://59d7d6f47d7fc.streamlock.net/antennatreveneto/antennatreveneto.stream/playlist.m3u8,hls,"[>](https://59d7d6f47d7fc.streamlock.net/antennatreveneto/antennatreveneto.stream/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/NiVHLwp.png""/> AntennaTreNordest.it",False,True,
italy,0,https://live.antennasudwebtv.it:9443/hls/vod.m3u8,hls,"[>](https://live.antennasudwebtv.it:9443/hls/vod.m3u8) <img height=""20"" src=""https://i.imgur.com/b8y6ImZ.png""/>",False,False,
italy,0,https://live.antennasudwebtv.it:9443/hls/vod92.m3u8,hls,"[>](https://live.antennasudwebtv.it:9443/hls/vod92.m3u8) <img height=""20"" src=""https://i.imgur.com/6tBv8VD.png""/>",False,False,
italy,0,https://video2.azotosolutions.com:1936/supertvoristano/supertvoristano/playlist.m3u8,hls,"[>](https://video2.azotosolutions.com:1936/supertvoristano/supertvoristano/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/v8PlAJO.png""/>",False,True,
italy,0,https://tsw.streamingwebtv24.it:1936/artenetwork/artenetwork/playlist.m3u8,hls,"[>](https://tsw.streamingwebtv24.it:1936/artenetwork/artenetwork/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/DP5y0Er.png""/>",False,True,
italy,0,https://59d7d6f47d7fc.streamlock.net/auroraarte/auroraarte/playlist.m3u8,hls,"[>](https://59d7d6f47d7fc.streamlock.net/auroraarte/auroraarte/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/BoLZ5wG.png""/> AuroraArte.it",False,True,
italy,0,https://59d7d6f47d7fc.streamlock.net/azzurratv/azzurratv/playlist.m3u8,hls,"[>](https://59d7d6f47d7fc.streamlock.net/azzurratv/azzurratv/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/mSWw8uW.png""/> AzzurraTV.it",False,True,
italy,0,http://77.68.40.210:8888/hls/basilicata1.m3u8,hls,"[>](http://77.68.40.210:8888/hls/basilicata1.m3u8) <img height=""20"" src=""https://i.imgur.com/VS6CQ88.png""/>",False,False,
italy,0,https://db142859fd5541b09de25d6507f1f2d3.msvdn.net/live/S17501676/oIxAsgEEA46M/playlist.m3u8?DVR,hls,"[>](https://db142859fd5541b09de25d6507f1f2d3.msvdn.net/live/S17501676/oIxAsgEEA46M/playlist.m3u8?DVR) <img height=""20"" src=""https://i.imgur.com/1doR6Vl.png""/>",False,True,
italy,0,https://5f22d76e220e1.streamlock.net/canale6/canale6/playlist.m3u8,hls,"[>](https://5f22d76e220e1.streamlock.net/canale6/canale6/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/hISoOK3.png""/> BomChannel.it",False,True,
italy,0,https://09bd1346f7a44cc9ac230cc1cb22ca4f.msvdn.net/live/S39249178/EnTK3KeeN1Eg/playlist.m3u8,hls,"[>](https://09bd1346f7a44cc9ac230cc1cb22ca4f.msvdn.net/live/S39249178/EnTK3KeeN1Eg/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/1xaHGtU.png""/>",False,True,
italy,0,https://srvx1.selftv.video/cafe/live/playlist.m3u8,hls,"[>](https://srvx1.selftv.video/cafe/live/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/KbcbxFw.png""/>",False,True,
italy,0,https://635320cd397eb.streamlock.net/live/ngrp:calabriaunolive_all/playlist.m3u8,hls,"[>](https://635320cd397eb.streamlock.net/live/ngrp:calabriaunolive_all/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/2TK1GQ5.png""/>",False,False,
italy,0,https://64b16f23efbee.streamlock.net/calabriatv-clone/calabriatv-clone/playlist.m3u8,hls,"[>](https://64b16f23efbee.streamlock.net/calabriatv-clone/calabriatv-clone/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/qWirucd.png""/>",False,False,
italy,0,https://nrvideo1.newradio.it:1936/desxcerbht/desxcerbht/playlist.m3u8,hls,"[>](https://nrvideo1.newradio.it:1936/desxcerbht/desxcerbht/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/KuQcjYV.png""/>",False,True,
italy,0,https://59d7d6f47d7fc.streamlock.net/canale2/canale2/playlist.m3u8,hls,"[>](https://59d7d6f47d7fc.streamlock.net/canale2/canale2/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/ETqDkS1.png""/>",False,True,
italy,0,https://0ff9dd7fe9b64bc08a5fc4ed525454c3.msvdn.net/live/S38994111/B7j0ql4XaZtE/playlist.m3u8,hls,"[>](https://0ff9dd7fe9b64bc08a5fc4ed525454c3.msvdn.net/live/S38994111/B7j0ql4XaZtE/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/mU6Cq89.png""/> Canale21.it",False,True,
italy,0,https://0ff9dd7fe9b64bc08a5fc4ed525454c3.msvdn.net/live/S42170132/sT6C3LFaD1iA/playlist.m3u8,hls,"[>](https://0ff9dd7fe9b64bc08a5fc4ed525454c3.msvdn.net/live/S42170132/sT6C3LFaD1iA/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/cDAsrBl.png""/> Canale21Extra.it",False,True,
italy,0,http://wms.shared.streamshow.it:80/canale7/canale7/playlist.m3u8,hls,"[>](http://wms.shared.streamshow.it:80/canale7/canale7/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/9cuOLCn.png""/>",False,True,
italy,0,https://stream.cp.ets-sistemi.it:1936/canale74/canale74/playlist.m3u8,hls,"[>](https://stream.cp.ets-sistemi.it:1936/canale74/canale74/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/18JIVgu.png""/>",False,False,
italy,0,https://59d7d6f47d7fc.streamlock.net/canale8/canale8/playlist.m3u8,hls,"[>](https://59d7d6f47d7fc.streamlock.net/canale8/canale8/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/ElAS2WC.png""/>",False,True,
italy,0,https://ovp-live.akamaized.net/ac115_live/canale1.smil/playlist.m3u8,hls,"[>](https://ovp-live.akamaized.net/ac115_live/canale1.smil/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/QlwLRyh.png""/> CanaleItalia.it",False,False,
italy,0,https://samson.streamerr.co:8081/carinatv/index.m3u8,hls,"[>](https://samson.streamerr.co:8081/carinatv/index.m3u8) <img height=""20"" src=""https://i.imgur.com/FMGcm6I.jpg""/>",False,True,
italy,0,https://ovp-live.akamaized.net/ac115_live/canale3.smil/playlist.m3u8,hls,"[>](https://ovp-live.akamaized.net/ac115_live/canale3.smil/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/O4GQVCk.png""/>",False,False,
italy,0,https://router.xdevel.com/video0s975911-633/stream/playlist_dvr.m3u8,hls,"[>](https://router.xdevel.com/video0s975911-633/stream/playlist_dvr.m3u8) <img height=""20"" src=""https://i.imgur.com/WL3SFTs.png""/>",False,False,
italy,0,http://msh0062.stream.seeweb.it/live/flv:stream00.sdp/playlist.m3u8,hls,"[>](http://msh0062.stream.seeweb.it/live/flv:stream00.sdp/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/V0kjYNG.png""/>",False,True,
italy,0,https://sportitaliaamd.akamaized.net/live/Cittaceleste/hls/A990687F506536598442FC5CD12C97CB78873FBA/index.m3u8,hls,"[>](https://sportitaliaamd.akamaized.net/live/Cittaceleste/hls/A990687F506536598442FC5CD12C97CB78873FBA/index.m3u8) <img height=""20"" src=""https://i.imgur.com/9RVriNK.jpeg""/>",False,True,
italy,0,https://company.fluid.stream/CompanyTV/smil:Company_ALL.smil/playlist.m3u8,hls,"[>](https://company.fluid.stream/CompanyTV/smil:Company_ALL.smil/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/IbabUDd.png""/>",False,True,
italy,0,https://cdn2.streamshow.it/cloud-cremona1/cremona1/playlist.m3u8,hls,"[>](https://cdn2.streamshow.it/cloud-cremona1/cremona1/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/a5d0F01.jpg""/>",False,True,
italy,0,https://router.xdevel.com/video0s975363-69/stream/playlist.m3u8,hls,"[>](https://router.xdevel.com/video0s975363-69/stream/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/9F1sVjZ.png""/>",False,True,
italy,0,https://router.xdevel.com/video1s975363-1596/stream/playlist.m3u8,hls,"[>](https://router.xdevel.com/video1s975363-1596/stream/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/L49Ie1Q.png""/>",False,True,
italy,0,http://hbbtv-server.zivoli.it:8080/hls/deltatv/deltatv/index.m3u8,hls,"[>](http://hbbtv-server.zivoli.it:8080/hls/deltatv/deltatv/index.m3u8) <img height=""20"" src=""https://i.imgur.com/mfwVXt7.png""/>",False,True,
italy,0,https://59d7d6f47d7fc.streamlock.net/pierstyle/pierstyle/playlist.m3u8,hls,"[>](https://59d7d6f47d7fc.streamlock.net/pierstyle/pierstyle/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/kRexw3w.png""/>",False,True,
italy,0,https://5f22d76e220e1.streamlock.net/ditv80/ditv80/playlist.m3u8,hls,"[>](https://5f22d76e220e1.streamlock.net/ditv80/ditv80/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/kHxTsJw.png""/>",False,True,
italy,0,https://media2021.rtvweb.com/di_tv_92/live/playlist.m3u8,hls,"[>](https://media2021.rtvweb.com/di_tv_92/live/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/g3SI08H.png""/>",False,True,
italy,0,http://streaming.senecadot.com/live/flv:tv7.sdp/playlist.m3u8,hls,"[>](http://streaming.senecadot.com/live/flv:tv7.sdp/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/NaQkklP.png""/>",False,True,
italy,0,https://5f22d76e220e1.streamlock.net/fascinotv/fascinotv/playlist.m3u8,hls,"[>](https://5f22d76e220e1.streamlock.net/fascinotv/fascinotv/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/oLDvx2T.png""/>",False,False,
italy,0,https://59d7d6f47d7fc.streamlock.net/elivebresciatv/elivebresciatv/playlist.m3u8,hls,"[>](https://59d7d6f47d7fc.streamlock.net/elivebresciatv/elivebresciatv/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/bZ3B7pi.png""/>",False,True,
italy,0,https://diretta.arcapuglia.it:8080/live/easytv/index.m3u8,hls,"[>](https://diretta.arcapuglia.it:8080/live/easytv/index.m3u8) <img height=""20"" src=""https://i.imgur.com/LKrVuRR.jpg""/>",False,True,
italy,0,https://5f22d76e220e1.streamlock.net:443/EntellaTV/EntellaTV/playlist.m3u8,hls,"[>](https://5f22d76e220e1.streamlock.net:443/EntellaTV/EntellaTV/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/1VPXKrW.png""/>",False,True,
italy,0,https://ippicabetflag-live.morescreens.com/IPPICA_1_003/304p.m3u8,hls,"[>](https://ippicabetflag-live.morescreens.com/IPPICA_1_003/304p.m3u8) <img height=""20"" src=""https://i.imgur.com/x9Wdz7h.png""/>",False,False,
italy,0,https://dacastmmd.mmdlive.lldns.net/dacastmmd/2824fb123d5e44b797232c7abf8195da/playlist.m3u8,hls,"[>](https://dacastmmd.mmdlive.lldns.net/dacastmmd/2824fb123d5e44b797232c7abf8195da/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/YwyfNDF.png""/>",False,False,
italy,0,https://srvx1.selftv.video/espansione/smil:live.smil/playlist.m3u8,hls,"[>](https://srvx1.selftv.video/espansione/smil:live.smil/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/mm9HKpD.png""/> EspansioneTV.it",False,True,
italy,0,https://59d7d6f47d7fc.streamlock.net/esperiatv/esperiatv/playlist.m3u8,hls,"[>](https://59d7d6f47d7fc.streamlock.net/esperiatv/esperiatv/playlist.m3u8) <img height=""20"" src=""https://patbuweb.com/tivustream/chanlogoz/ita/esperiatv.png""/>",False,True,
italy,0,https://5db313b643fd8.streamlock.net/Etnachannelponte/Etnachannelponte/playlist.m3u8,hls,"[>](https://5db313b643fd8.streamlock.net/Etnachannelponte/Etnachannelponte/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/hMUxytZ.png""/>",False,True,
italy,0,https://live.ipstream.it/etvmarche/etvmarche.stream/playlist.m3u8,hls,"[>](https://live.ipstream.it/etvmarche/etvmarche.stream/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/vxgbFnR.png""/>",False,True,
italy,0,https://live.ipstream.it/etv/etv.stream/playlist.m3u8,hls,"[>](https://live.ipstream.it/etv/etv.stream/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/FXFzJhM.png""/>",False,True,
italy,0,https://live.ipstream.it/etvumbria/etvumbria.stream/playlist.m3u8,hls,"[>](https://live.ipstream.it/etvumbria/etvumbria.stream/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/DASRCe2.png""/>",False,True,
italy,0,https://5f22d76e220e1.streamlock.net/eurotv/eurotv/playlist.m3u8,hls,"[>](https://5f22d76e220e1.streamlock.net/eurotv/eurotv/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/HCl5Zbu.png""/>",False,True,
italy,0,https://rst2.saiuzwebnetwork.it:8081/extratvlive/index.m3u8,hls,"[>](https://rst2.saiuzwebnetwork.it:8081/extratvlive/index.m3u8) <img height=""20"" src=""https://i.imgur.com/KCBurST.png""/>",False,True,
italy,0,https://bbtv.intvstream.net:3988/hybrid/play.m3u8,hls,"[>](https://bbtv.intvstream.net:3988/hybrid/play.m3u8) <img height=""20"" src=""https://i.imgur.com/yY01NhL.jpg""/>",False,True,
italy,0,https://diretta.arcapuglia.it:8080/live/fanotv/index.m3u8,hls,"[>](https://diretta.arcapuglia.it:8080/live/fanotv/index.m3u8) <img height=""20"" src=""https://i.imgur.com/orqEzJ6.png""/>",False,False,
italy,0,https://5f22d76e220e1.streamlock.net/canale157/canale157/playlist.m3u8,hls,"[>](https://5f22d76e220e1.streamlock.net/canale157/canale157/playlist.m3u8) <img height=""20"" src=""https://i.imgur.com/4XYYY5B.png""/>",False,False,
italy,0,https://webstream.multistream.it/memfs/a3195c96-f884-4c74-924f-2648814fc0b5.m3u8,hls,"[>](https://webstream.multistream.it/memfs/a3195c96-f884-4c74-924f-2648814fc0b5.m3u8) <img height=""20"" src=""https://i.imgur.com/1zNPpVE.png""/>",False,False,
